#1
double InnerLoads(336, 5)
140340	1	1	0	0.3
140400	1	1	0	0.3
143940	1	1	0	0.3
144000	1	1	0	0.3
147540	0.67	1	1	0.3
147600	0.67	1	1	0.3
151140	0.67	1	1	0
151200	0.67	1	1	0
154740	0	0	0	0
154800	0	0	0	0
158340	0	0	0	0
158400	0	0	0	0
161940	0	0	0	0
162000	0	0	0	0
165540	0	0	0	0
165600	0	0	0	0
169140	0	0	0	0
169200	0	0	0	0
172740	0	0	0	0
172800	0	0	0	0
176340	0	0	0	0
176400	0	0	0	0
179940	0	0	0	0
180000	0	0	0	0
183540	0	0	0	0
183600	0	0	0	0
187140	0	0	0	0
187200	0	0	0	0
190740	0	0	0	0
190800	0	0	0	0
194340	0	0	0	0
194400	0	0	0	0
197940	0	0	0	0
198000	0	0	0	0.3
201540	0	0	0	0.3
201600	0.67	1	0	0.3
205140	0.67	1	0	0.3
205200	0.67	1	0	0.3
208740	0.67	1	0	0.3
208800	0.67	1	0	0.3
212340	0.67	1	0	0.3
212400	0.67	1	0	0.3
215940	0.67	1	0	0.3
216000	0.67	1	0	0
219540	0.67	1	0	0
219600	0.67	1	0	0.3
223140	0.67	1	0	0.3
223200	0.67	1	0	0.3
226740	0.67	1	0	0.3
226800	1	1	0	0.3
230340	1	1	0	0.3
230400	1	1	0	0.3
233940	1	1	0	0.3
234000	0.67	1	1	0.3
237540	0.67	1	1	0.3
237600	0.67	1	1	0
241140	0.67	1	1	0
241200	0	0	0	0
244740	0	0	0	0
244800	0	0	0	0
248340	0	0	0	0
248400	0	0	0	0
251940	0	0	0	0
252000	0	0	0	0
255540	0	0	0	0
255600	0	0	0	0
259140	0	0	0	0
259200	0	0	0	0
262740	0	0	0	0
262800	0	0	0	0
266340	0	0	0	0
266400	0	0	0	0
269940	0	0	0	0
270000	0	0	0	0
273540	0	0	0	0
273600	0	0	0	0
277140	0	0	0	0
277200	0	0	0	0
280740	0	0	0	0
280800	0	0	0	0
284340	0	0	0	0
284400	0	0	0	0
287940	0	0	0	0.3
288000	0	0	0	0.3
291540	0.67	1	0	0.3
291600	0.67	1	0	0.3
295140	0.67	1	0	0.3
295200	0.67	1	0	0.3
298740	0.67	1	0	0.3
298800	0.67	1	0	0.3
302340	0.67	1	0	0.3
302400	0.67	1	0	0.3
305940	0.67	1	0	0
306000	0.67	1	0	0
309540	0.67	1	0	0.3
309600	0.67	1	0	0.3
313140	0.67	1	0	0.3
313200	0.67	1	0	0.3
316740	1	1	0	0.3
316800	1	1	0	0.3
320340	1	1	0	0.3
320400	1	1	0	0.3
323940	0.67	1	1	0.3
324000	0.67	1	1	0.3
327540	0.67	1	1	0
327600	0.67	1	1	0
331140	0	0	0	0
331200	0	0	0	0
334740	0	0	0	0
334800	0	0	0	0
338340	0	0	0	0
338400	0	0	0	0
341940	0	0	0	0
342000	0	0	0	0
345540	0	0	0	0
345600	0	0	0	0
349140	0	0	0	0
349200	0	0	0	0
352740	0	0	0	0
352800	0	0	0	0
356340	0	0	0	0
356400	0	0	0	0
359940	0	0	0	0
360000	0	0	0	0
363540	0	0	0	0
363600	0	0	0	0
367140	0	0	0	0
367200	0	0	0	0
370740	0	0	0	0
370800	0	0	0	0
374340	0	0	0	0
374400	0	0	0	0.3
377940	0	0	0	0.3
378000	0.67	1	0	0.3
381540	0.67	1	0	0.3
381600	0.67	1	0	0.3
385140	0.67	1	0	0.3
385200	0.67	1	0	0.3
388740	0.67	1	0	0.3
388800	0.67	1	0	0.3
392340	0.67	1	0	0.3
392400	0.67	1	0	0
395940	0.67	1	0	0
396000	0.67	1	0	0.3
399540	0.67	1	0	0.3
399600	0.67	1	0	0.3
403140	0.67	1	0	0.3
403200	1	1	0	0.3
406740	1	1	0	0.3
406800	1	1	0	0.3
410340	1	1	0	0.3
410400	0.67	1	1	0.3
413940	0.67	1	1	0.3
414000	0.67	1	1	0
417540	0.67	1	1	0
417600	0	0	0	0
421140	0	0	0	0
421200	0	0	0	0
424740	0	0	0	0
424800	0	0	0	0
428340	0	0	0	0
428400	0	0	0	0
431940	0	0	0	0
432000	0	0	0	0
435540	0	0	0	0
435600	0	0	0	0
439140	0	0	0	0
439200	0	0	0	0
442740	0	0	0	0
442800	0	0	0	0
446340	0	0	0	0
446400	0	0	0	0
449940	0	0	0	0
450000	0	0	0	0
453540	0	0	0	0
453600	0	0	0	0
457140	0	0	0	0
457200	0	0	0	0
460740	0	0	0	0
460800	0	0	0	0
464340	0	0	0	0
464400	0	0	0	0
467940	0	0	0	0
468000	0	0	0	0
471540	0	0	0	0
471600	0	0	0	0
475140	0	0	0	0
475200	0	0	0	0
478740	0	0	0	0
478800	0	0	0	0
482340	0	0	0	0
482400	0	0	0	0
485940	0	0	0	0
486000	0	0	0	0
489540	0	0	0	0
489600	0	0	0	0
493140	0	0	0	0
493200	0	0	0	0
496740	0	0	0	0
496800	0	0	0	0
500340	0	0	0	0
500400	0	0	0	0
503940	0	0	0	0
504000	0	0	0	0
507540	0	0	0	0
507600	0	0	0	0
511140	0	0	0	0
511200	0	0	0	0
514740	0	0	0	0
514800	0	0	0	0
518340	0	0	0	0
518400	0	0	0	0
521940	0	0	0	0
522000	0	0	0	0
525540	0	0	0	0
525600	0	0	0	0
529140	0	0	0	0
529200	0	0	0	0
532740	0	0	0	0
532800	0	0	0	0
536340	0	0	0	0
536400	0	0	0	0
539940	0	0	0	0
540000	0	0	0	0
543540	0	0	0	0
543600	0	0	0	0
547140	0	0	0	0
547200	0	0	0	0
550740	0	0	0	0
550800	0	0	0	0
554340	0	0	0	0
554400	0	0	0	0
557940	0	0	0	0
558000	0	0	0	0
561540	0	0	0	0
561600	0	0	0	0
565140	0	0	0	0
565200	0	0	0	0
568740	0	0	0	0
568800	0	0	0	0
572340	0	0	0	0
572400	0	0	0	0
575940	0	0	0	0
576000	0	0	0	0
579540	0	0	0	0
579600	0	0	0	0
583140	0	0	0	0
583200	0	0	0	0
586740	0	0	0	0
586800	0	0	0	0
590340	0	0	0	0
590400	0	0	0	0
593940	0	0	0	0
594000	0	0	0	0
597540	0	0	0	0
597600	0	0	0	0
601140	0	0	0	0
601200	0	0	0	0
604740	0	0	0	0
